frame_idx,camera_id,t_arrival,t_inference_start,t_inference_end,gpu_mem_before_mb,gpu_mem_after_mb,num_persons,avg_confidence,wrist_keypoints
459,GF-16-CAM-18,33580.711192404,33580.713123392,33580.74786615,38.3330078125,38.3330078125,0,,0
461,GF-16-CAM-18,33580.992863418,33580.994570788,33581.041217434,38.3330078125,38.3330078125,0,,0
463,GF-16-CAM-18,33581.240085093,33581.241474937,33581.293212028,38.3330078125,38.3330078125,0,,0
465,GF-16-CAM-18,33581.480988205,33581.482183532,33581.55165419,38.3330078125,38.3330078125,0,,0
467,GF-16-CAM-18,33581.744595271,33581.746537137,33581.792813748,38.3330078125,38.3330078125,0,,0
469,GF-16-CAM-18,33582.110490234,33582.112674162,33582.188292031,38.3330078125,38.3330078125,0,,0
471,GF-16-CAM-18,33582.385060835,33582.385914847,33582.433563201,38.3330078125,38.3330078125,0,,0
473,GF-16-CAM-18,33582.719123015,33582.720840013,33582.786387626,38.3330078125,38.3330078125,0,,0
475,GF-16-CAM-18,33583.053913446,33583.056196601,33583.098589908,38.3330078125,38.3330078125,0,,0
477,GF-16-CAM-18,33583.249926405,33583.251205303,33583.325272111,38.3330078125,38.3330078125,0,,0
479,GF-16-CAM-18,33583.535323685,33583.536201229,33583.591670789,38.3330078125,38.3330078125,0,,0
481,GF-16-CAM-18,33583.76012967,33583.760822355,33583.808698834,38.3330078125,38.3330078125,0,,0
483,GF-16-CAM-18,33583.994075923,33583.994891588,33584.0187755,38.3330078125,38.3330078125,0,,0
485,GF-16-CAM-18,33584.290978494,33584.291909175,33584.355905416,38.3330078125,38.3330078125,0,,0
487,GF-16-CAM-18,33584.542130287,33584.542726012,33584.591778087,38.3330078125,38.3330078125,0,,0
489,GF-16-CAM-18,33584.78923555,33584.789919133,33584.843326765,38.3330078125,38.3330078125,0,,0
491,GF-16-CAM-18,33585.036257237,33585.037898918,33585.097021393,38.3330078125,38.3330078125,0,,0
493,GF-16-CAM-18,33585.299470452,33585.300421076,33585.353186086,38.3330078125,38.3330078125,0,,0
495,GF-16-CAM-18,33585.595167919,33585.596701888,33585.666860961,38.3330078125,38.3330078125,0,,0
497,GF-16-CAM-18,33585.870176272,33585.87138694,33585.911536246,38.3330078125,38.3330078125,0,,0
499,GF-16-CAM-18,33586.172197238,33586.172911872,33586.233226907,38.3330078125,38.3330078125,0,,0
501,GF-16-CAM-18,33586.51489518,33586.518455618,33586.592833673,38.3330078125,38.3330078125,0,,0
503,GF-16-CAM-18,33586.782622348,33586.783937888,33586.828553047,38.3330078125,38.3330078125,0,,0
505,GF-16-CAM-18,33587.012886485,33587.014430923,33587.09121784,38.3330078125,38.3330078125,0,,0
507,GF-16-CAM-18,33587.276214017,33587.276960681,33587.328583612,38.3330078125,38.3330078125,0,,0
509,GF-16-CAM-18,33587.542600061,33587.544295842,33587.613425707,38.3330078125,38.3330078125,0,,0
511,GF-16-CAM-18,33587.811334285,33587.812154282,33587.861644737,38.3330078125,38.3330078125,0,,0
513,GF-16-CAM-18,33588.082806116,33588.083721981,33588.15524808,38.3330078125,38.3330078125,0,,0
515,GF-16-CAM-18,33588.387250631,33588.389310107,33588.452094495,38.3330078125,38.3330078125,0,,0
517,GF-16-CAM-18,33588.740876828,33588.741697652,33588.79661652,38.3330078125,38.3330078125,0,,0
519,GF-16-CAM-18,33589.094024789,33589.095037276,33589.169565343,38.3330078125,38.3330078125,0,,0
653,GF-16-CAM-18,33602.847676304,33602.848653406,33602.915811404,38.3330078125,38.3330078125,0,,0
655,GF-16-CAM-18,33603.090168233,33603.090892716,33603.178506563,38.3330078125,38.3330078125,0,,0
657,GF-16-CAM-18,33603.362210865,33603.363298812,33603.405088616,38.3330078125,38.3330078125,0,,0
659,GF-16-CAM-18,33603.577727991,33603.578549679,33603.644437225,38.3330078125,38.3330078125,0,,0
661,GF-16-CAM-18,33603.807122606,33603.807783976,33603.864231754,38.3330078125,38.3330078125,0,,0
663,GF-16-CAM-18,33604.040804481,33604.043246587,33604.127263056,38.3330078125,38.3330078125,0,,0
665,GF-16-CAM-18,33604.315210972,33604.315998867,33604.367771282,38.3330078125,38.3330078125,0,,0
667,GF-16-CAM-18,33604.561735779,33604.562410232,33604.613819667,38.3330078125,38.3330078125,0,,0
669,GF-16-CAM-18,33604.925643265,33604.926884461,33605.045696939,38.3330078125,38.3330078125,0,,0
671,GF-16-CAM-18,33605.244512723,33605.246578125,33605.288135801,38.3330078125,38.3330078125,0,,0
673,GF-16-CAM-18,33605.476559812,33605.477247931,33605.504740544,38.3330078125,38.3330078125,0,,0
675,GF-16-CAM-18,33605.698896041,33605.702094526,33605.741086062,38.3330078125,38.3330078125,0,,0
677,GF-16-CAM-18,33606.005641992,33606.006380264,33606.045179382,38.3330078125,38.3330078125,0,,0
679,GF-16-CAM-18,33606.243317458,33606.244725005,33606.289299443,38.3330078125,38.3330078125,0,,0
681,GF-16-CAM-18,33606.505164957,33606.506142701,33606.558534386,38.3330078125,38.3330078125,0,,0
683,GF-16-CAM-18,33606.758930333,33606.76029606,33606.80531869,38.3330078125,38.3330078125,0,,0
685,GF-16-CAM-18,33606.942829711,33606.943973835,33606.970380703,38.3330078125,38.3330078125,0,,0
687,GF-16-CAM-18,33607.23746767,33607.238283864,33607.302260157,38.3330078125,38.3330078125,0,,0
689,GF-16-CAM-18,33607.497468648,33607.498458876,33607.557818816,38.3330078125,38.3330078125,0,,0
691,GF-16-CAM-18,33607.726078121,33607.726884865,33607.772177879,38.3330078125,38.3330078125,0,,0
693,GF-16-CAM-18,33607.951918227,33607.953041862,33607.980420819,38.3330078125,38.3330078125,0,,0
695,GF-16-CAM-18,33608.149918003,33608.150806502,33608.222204742,38.3330078125,38.3330078125,0,,0
697,GF-16-CAM-18,33608.344974136,33608.345945089,33608.387727755,38.3330078125,38.3330078125,0,,0
699,GF-16-CAM-18,33608.645019903,33608.645943389,33608.737705132,38.3330078125,38.3330078125,0,,0
701,GF-16-CAM-18,33608.935566056,33608.937725996,33608.977249762,38.3330078125,38.3330078125,0,,0
703,GF-16-CAM-18,33609.140119554,33609.141119865,33609.183597775,38.3330078125,38.3330078125,0,,0
705,GF-16-CAM-18,33609.374555613,33609.375434752,33609.469775174,38.3330078125,38.3330078125,0,,0
707,GF-16-CAM-18,33609.692703063,33609.695398383,33609.735593862,38.3330078125,38.3330078125,0,,0
709,GF-16-CAM-18,33609.903974644,33609.905038251,33609.982395142,38.3330078125,38.3330078125,0,,0
711,GF-16-CAM-18,33610.117533055,33610.118383979,33610.155509214,38.3330078125,38.3330078125,0,,0
713,GF-16-CAM-18,33610.34272302,33610.345049826,33610.389918121,38.3330078125,38.3330078125,0,,0
715,GF-16-CAM-18,33610.560240215,33610.561050017,33610.59902211,38.3330078125,38.3330078125,0,,0
717,GF-16-CAM-18,33610.880626399,33610.881395756,33610.921719994,38.3330078125,38.3330078125,0,,0
719,GF-16-CAM-18,33611.061040125,33611.06170581,33611.109749782,38.3330078125,38.3330078125,0,,0
721,GF-16-CAM-18,33611.238223156,33611.239665579,33611.269516615,38.3330078125,38.3330078125,0,,0
723,GF-16-CAM-18,33611.464527386,33611.465502976,33611.507633098,38.3330078125,38.3330078125,0,,0
725,GF-16-CAM-18,33611.651373014,33611.652293781,33611.68330229,38.3330078125,38.3330078125,0,,0
727,GF-16-CAM-18,33611.920690937,33611.921352333,33611.957738008,38.3330078125,38.3330078125,0,,0
